DATE,Food_CPI,Lumber_PPI,Unemployment_Rate,Crude_Oil_WTI,Median_Home_Sales_Price,CPI_All_Urban_Consumers,Median_Household_Income,Federal_Minimum_Wage,Treasury_10yr,Treasury_2yr,PCE_Price_Index,Federal_Funds_Rate,M2_Money_Supply,Industrial_Production_Index,Retail_Sales,Credit_Card_Delinquency_Rate,Mortgage_Rate_30yr,Case_Shiller_Home_Price_Index,High_Yield_Credit_Spread,Student_Loan_Debt,Federal_Debt_Total,GDP_Growth_Rate,SP500,Gold_Price,Housing_Affordability_Index
1982-03,96.2,100.2,9.0,,66400.0,94.7,,3.35,13.861304347826087,14.194347826086958,44.098,14.68,1786.5,49.5323,,,17.16,,,,1061299.0,-1.5536446424985861,,,
1982-04,96.4,100.6,9.3,,69600.0,95.0,,3.35,13.871904761904762,14.202380952380953,44.12,14.94,1803.9,49.075,,,16.892,,,,1079630.0,0.45617712847594305,,,
1982-05,97.2,99.9,9.4,,66400.0,95.9,,3.35,13.622499999999999,13.777000000000001,44.382,14.45,1815.4,48.7483,,,16.677500000000002,,,,1061299.0,0.45617712847594305,,,
1982-06,98.1,101.5,9.6,,69600.0,97.0,,3.35,14.299545454545454,14.465454545454547,44.704,14.15,1826.0,48.6214,,,16.697499999999998,,,,1079630.0,0.45617712847594305,,,
1982-07,98.2,101.4,9.8,,69300.0,97.5,,3.35,13.946190476190477,13.797142857142857,44.969,12.59,1831.5,48.4616,,,16.816,,,,1142035.0,-0.3822668357868153,,,
1982-08,98.0,99.8,9.8,,69600.0,97.7,,3.35,13.055,12.323636363636364,45.108,10.12,1845.2,48.0192,,,16.27,,,,1079630.0,-0.3822668357868153,,,
1982-09,98.2,99.4,10.1,,69300.0,97.7,,3.35,12.33904761904762,11.783333333333333,45.233,10.31,1858.4,47.9008,,,15.43,,,,1142035.0,-0.3822668357868153,,,
1982-10,98.2,98.1,10.4,,71600.0,98.1,,3.35,10.9065,10.1875,45.487,9.71,1869.7,47.4371,,,14.608,,,,1197074.0,0.04000878796246443,,,
1982-11,98.2,98.3,10.8,,69300.0,98.0,,3.35,10.550526315789474,9.795789473684211,45.624,9.2,1883.7,47.283,,,13.825,,,,1142035.0,0.04000878796246443,,,
1982-12,98.2,100.3,10.8,,71600.0,97.7,,3.35,10.54,9.662272727272727,45.693,8.95,1905.9,46.9485,,,13.624,,,,1197074.0,0.04000878796246443,,,
1983-01,98.1,103.0,10.4,,73300.0,97.9,,3.35,10.457142857142857,9.327619047619047,45.906,8.68,1959.4,47.8234,,,13.2475,,,,1244493.0,1.3177904101375981,,,
1983-02,98.2,106.4,10.4,,71600.0,98.0,,3.35,10.724736842105264,9.636315789473684,45.984,8.51,1996.8,47.5233,,,13.0425,,,,1197074.0,1.3177904101375981,,,
1983-03,98.8,107.4,10.3,,73300.0,98.1,,3.35,10.506521739130434,9.656086956521738,46.043,8.77,2015.2,47.9244,,,12.8,,,,1244493.0,1.3177904101375981,,,
1983-04,99.2,107.9,10.2,,74900.0,98.8,,3.35,10.4,9.568,46.253,8.8,2028.6,48.5311,,,12.782,,,,1319581.0,2.2755202453599743,,,
1983-05,99.5,108.2,10.1,,73300.0,99.2,,3.35,10.379999999999999,9.48904761904762,46.384,8.63,2043.1,48.8239,,,12.6325,,,,1244493.0,2.2755202453599743,,,
1983-06,99.6,110.6,10.1,,74900.0,99.4,,3.35,10.848636363636363,10.181818181818182,46.557,8.98,2053.5,49.123,,,12.870000000000001,,,,1319581.0,2.2755202453599743,,,
1983-07,99.6,110.5,9.4,,77400.0,99.8,,3.35,11.376999999999999,10.684999999999999,46.82,9.37,2064.8,49.8546,,,13.422,,,,1377211.0,1.9989546084432597,,,
1983-08,99.7,110.3,9.5,,74900.0,100.1,,3.35,11.846086956521738,11.070434782608697,47.02,9.56,2074.0,50.4443,,,13.81,,,,1319581.0,1.9989546084432597,,,
1983-09,100.0,107.3,9.2,,77400.0,100.4,,3.35,11.653809523809523,10.790000000000001,47.185,9.45,2083.2,51.178,,,13.725999999999999,,,,1377211.0,1.9989546084432597,,,
1983-10,100.3,107.3,8.8,,75900.0,100.8,,3.35,11.541,10.571000000000002,47.265,9.48,2099.2,51.5693,,,13.535,,,,1410702.0,2.0861826282885465,,,
1983-11,100.3,107.1,8.5,,77400.0,101.1,,3.35,11.690000000000001,10.66421052631579,47.332,9.34,2112.3,51.7993,,,13.435,,,,1377211.0,2.0861826282885465,,,
1983-12,100.6,108.4,8.3,,75900.0,101.4,,3.35,11.82952380952381,10.836666666666666,47.358,9.47,2123.5,52.0594,,,13.419999999999998,,,,1410702.0,2.0861826282885465,,,
1984-01,102.0,108.6,8.0,,78200.0,102.1,60420.0,3.35,11.674285714285714,10.642380952380952,47.564,9.56,2138.2,53.0985,,,13.3675,,,,1463741.0,1.9547903421914148,,,1.2942734193975505
1984-02,102.7,110.9,7.8,,75900.0,102.6,60420.0,3.35,11.842105263157896,10.785263157894736,47.884,9.59,2158.2,53.3318,,,13.2325,,,,1410702.0,1.9547903421914148,,,1.256206554121152
1984-03,102.9,111.3,7.8,,78200.0,102.9,60420.0,3.35,12.319090909090908,11.314545454545454,48.041,9.91,2175.2,53.5929,,,13.386000000000001,,,,1463741.0,1.9547903421914148,,,1.2942734193975505
1984-04,102.9,110.7,7.7,,80700.0,103.3,60420.0,3.35,12.6335,11.686,48.224,10.29,2191.7,53.91,,,13.6525,,,,1512697.0,1.72776158649941,,,1.3356504468718968
1984-05,102.7,108.3,7.4,,78200.0,103.5,60420.0,3.35,13.408636363636363,12.47,48.285,10.32,2204.1,54.2026,,,13.942499999999999,,,,1463741.0,1.72776158649941,,,1.2942734193975505
1984-06,103.1,107.9,7.2,,80700.0,103.7,60420.0,3.35,13.562857142857142,12.906666666666668,48.371,11.06,2215.1,54.4014,,,14.416,,,,1512697.0,1.72776158649941,,,1.3356504468718968
1984-07,103.3,106.9,7.5,,81000.0,104.1,60420.0,3.35,13.362380952380953,12.877619047619048,48.544,11.23,2223.5,54.5521,,,14.6675,,,,1572267.0,0.9640100468944812,,,1.3406156901688182
1984-08,103.9,107.0,7.5,,80700.0,104.4,60420.0,3.35,12.716086956521737,12.434347826086958,48.693,11.64,2230.4,54.6083,,,14.469999999999999,,,,1512697.0,0.9640100468944812,,,1.3356504468718968
1984-09,103.8,106.5,7.3,,81000.0,104.7,60420.0,3.35,12.522631578947369,12.204736842105262,48.759,11.3,2244.4,54.4466,,,14.35,,,,1572267.0,0.9640100468944812,,,1.3406156901688182
1984-10,104.0,105.5,7.4,,79900.0,105.1,60420.0,3.35,12.160454545454543,11.6,48.874,9.99,2258.9,54.4406,,,14.129999999999999,,,,1662966.0,0.8207729448110435,,,1.322409798080106
1984-11,104.1,105.7,7.2,,81000.0,105.3,60420.0,3.35,11.572631578947368,10.648947368421053,48.943,9.43,2281.4,54.624,,,13.638,,,,1572267.0,0.8207729448110435,,,1.3406156901688182
1984-12,104.5,106.4,7.3,,79900.0,105.5,60420.0,3.35,11.499500000000001,10.1815,49.081,8.38,2306.4,54.6416,,,13.18,,,,1662966.0,0.8207729448110435,,,1.322409798080106
1985-01,104.7,106.9,7.3,,82800.0,105.7,61570.0,3.35,11.384285714285713,9.930952380952382,49.326,8.35,2332.4,54.6322,,,13.075,,,,1710731.0,0.9689792275400899,179.6300048828125,,1.3448107844729575
1985-02,105.2,106.5,7.2,,79900.0,106.3,60420.0,3.35,11.508888888888889,10.165555555555555,49.555,8.5,2354.1,54.7825,,,12.92,,,,1662966.0,0.9689792275400899,181.17999267578125,,1.322409798080106
1985-03,105.5,106.4,7.2,,82800.0,106.8,61570.0,3.35,11.855238095238096,10.712857142857143,49.749,8.58,2366.2,54.8653,,,13.169999999999998,,,,1710731.0,0.9689792275400899,180.66000366210938,,1.3448107844729575
1985-04,105.4,105.9,7.3,,84300.0,107.0,61570.0,3.35,11.434761904761904,10.08904761904762,49.821,8.27,2375.4,54.7459,,,13.195,,,,1774640.0,0.8804735728179081,179.8300018310547,,1.3691732986844243
1985-05,105.2,107.7,7.2,,82800.0,107.2,61570.0,3.35,10.84681818181818,9.39409090909091,49.939,7.97,2389.5,54.8255,,,12.913999999999998,,,,1710731.0,0.8804735728179081,189.5500030517578,,1.3448107844729575
1985-06,105.5,110.0,7.4,,84300.0,107.5,60420.0,3.35,10.156,8.687999999999999,50.075,7.53,2412.6,54.7989,,,12.215,,,,1774640.0,0.8804735728179081,191.85000610351562,,1.3952333664349552
1985-07,105.5,108.9,7.4,,83200.0,107.7,60420.0,3.35,10.306818181818182,8.773181818181818,50.198,7.88,2429.5,54.5396,,,12.032499999999999,,,,1823103.0,1.5272714228687922,190.9199981689453,,1.377027474346243
1985-08,105.6,107.3,7.1,,84300.0,107.9,60420.0,3.35,10.331818181818182,8.943636363636363,50.364,7.9,2444.0,54.7055,,,12.186,,,,1774640.0,1.5272714228687922,188.6300048828125,,1.3952333664349552
1985-09,105.8,105.5,7.1,,83200.0,108.1,60420.0,3.35,10.373157894736842,8.983157894736843,50.449,7.92,2456.4,54.8906,,,12.1925,,,,1823103.0,1.5272714228687922,182.0800018310547,,1.377027474346243
1985-10,105.8,105.2,7.1,,86800.0,108.5,60420.0,3.35,10.236818181818181,8.864545454545455,50.533,7.99,2468.0,54.7199,,,12.135,,,,1945942.0,0.7434491447220193,189.82000732421875,,1.4366103939093016
1985-11,106.5,104.3,7.0,,83200.0,109.0,60420.0,3.35,9.781578947368422,8.581052631578947,50.68,8.05,2477.8,54.9124,,,11.784,,,,1823103.0,0.7434491447220193,202.1699981689453,,1.377027474346243
1985-12,107.3,104.7,7.0,,86800.0,109.5,61570.0,3.35,9.25904761904762,8.146666666666667,50.85,8.27,2492.1,55.4412,,,11.26,,,,1945942.0,0.7434491447220193,211.27999877929688,,1.4097774890368686
1986-01,107.5,105.0,6.7,22.925454545454546,88000.0,109.9,63850.0,3.35,9.193809523809524,8.142380952380952,51.084,8.14,2502.1,55.7481,,,10.886,,,,1986816.0,0.9337476298391323,211.77999877929688,,1.3782302270947533
1986-02,107.3,104.3,7.2,15.454736842105262,86800.0,109.7,61570.0,3.35,8.704210526315789,7.967368421052631,51.084,7.86,2512.9,55.3568,,,10.71,,,,1945942.0,0.9337476298391323,226.9199981689453,,1.4097774890368686
1986-03,107.5,105.8,7.2,12.6125,88000.0,109.1,63850.0,3.35,7.778499999999999,7.214499999999999,50.972,7.48,2533.1,54.9625,,,10.08,,,,1986816.0,0.9337476298391323,238.89999389648438,,1.3782302270947533
1986-04,107.7,108.4,7.1,12.843636363636364,92100.0,108.7,63850.0,3.35,7.29909090909091,6.694999999999999,50.868,6.99,2557.8,55.0413,,,9.9375,,,,2059349.0,0.4502963552820649,235.52000427246094,,1.442443226311668
1986-05,108.2,108.2,7.2,15.377619047619048,88000.0,109.0,63850.0,3.35,7.70952380952381,7.067142857142857,50.961,6.85,2584.8,55.1226,,,10.144,,,,1986816.0,0.4502963552820649,247.35000610351562,,1.3782302270947533
1986-06,108.3,107.5,7.2,13.425714285714285,92100.0,109.4,61570.0,3.35,7.7995238095238095,7.1847619047619045,51.151,6.92,2605.0,54.9005,,,10.6825,,,,2059349.0,0.4502963552820649,250.83999633789062,,1.4958583725840506
1986-07,109.1,107.8,7.0,11.584545454545456,93000.0,109.5,61570.0,3.35,7.303181818181818,6.666363636363636,51.164,6.56,2626.6,55.2592,,,10.5075,,,,2125304.0,0.9566680366350555,236.1199951171875,,1.5104758811109307
1986-08,110.1,107.9,6.9,15.096666666666666,92100.0,109.6,61570.0,3.35,7.1657142857142855,6.326190476190476,51.228,6.17,2646.5,55.1567,,,10.2,,,,2059349.0,0.9566680366350555,252.92999267578125,,1.4958583725840506
1986-09,110.2,108.4,7.0,14.866666666666665,93000.0,110.0,61570.0,3.35,7.447619047619048,6.346190476190476,51.396,5.89,2667.8,55.2975,,,10.0075,,,,2125304.0,0.9566680366350555,231.32000732421875,,1.5104758811109307
1986-10,110.5,107.9,7.0,14.896818181818183,95000.0,110.2,61570.0,3.35,7.426363636363636,6.279090909090908,51.488,5.85,2687.4,55.5332,,,9.974,,,,2214835.0,0.5363928796076722,243.97999572753906,,1.542959233392886
1986-11,111.1,108.0,6.9,15.22157894736842,93000.0,110.4,61570.0,3.35,7.250555555555555,6.276666666666667,51.58,6.04,2701.3,55.7557,,,9.695,,,,2125304.0,0.5363928796076722,249.22000122070312,,1.5104758811109307
1986-12,111.4,107.8,6.6,16.107619047619046,95000.0,110.8,63850.0,3.35,7.112727272727272,6.2718181818181815,51.651,6.91,2728.0,56.2845,,,9.31,,,,2214835.0,0.5363928796076722,242.1699981689453,,1.4878621769772906
1987-01,111.8,108.1,6.6,18.65142857142857,97900.0,111.4,64650.0,3.35,7.0845,6.226,51.894,6.43,2743.9,56.0882,,,9.203999999999999,63.962,,,2246724.0,0.7418449354178902,274.0799865722656,,1.51430781129157
1987-02,112.2,109.4,6.6,17.748947368421053,95000.0,111.8,63850.0,3.35,7.2505263157894735,6.3978947368421055,52.076,6.1,2747.5,56.8275,,,9.0825,64.42,,,2214835.0,0.7418449354178902,284.20001220703125,,1.4878621769772906
1987-03,112.4,110.6,6.6,18.302857142857142,97900.0,112.2,64650.0,3.35,7.248636363636364,6.424545454545455,52.214,6.13,2753.7,56.9098,,,9.035,64.732,,,2246724.0,0.7418449354178902,291.70001220703125,,1.51430781129157
1987-04,112.6,110.7,6.3,18.677142857142858,103400.0,112.7,64650.0,3.35,8.022857142857143,7.024285714285714,52.409,6.37,2767.7,57.2701,,,9.8325,65.13,,,2309296.0,1.0781776439800383,288.3599853515625,,1.5993812838360402
1987-05,113.2,110.7,6.3,19.4375,97900.0,113.0,64650.0,3.35,8.613,7.7615,52.542,6.85,2772.9,57.6322,,,10.596,65.561,,,2246724.0,1.0781776439800383,290.1000061035156,,1.51430781129157
1987-06,113.9,111.4,6.2,20.07318181818182,103400.0,113.5,63850.0,3.35,8.402272727272727,7.573181818181819,52.741,6.73,2774.6,57.9307,,,10.5375,66.07,,,2309296.0,1.0781776439800383,304.0,,1.6194205168363351
1987-07,113.7,112.4,6.1,21.342173913043478,106000.0,113.8,63850.0,3.35,8.44681818181818,7.4422727272727265,52.863,6.58,2779.0,58.3258,,,10.278,66.506,,,2350277.0,0.8671780251486849,318.6600036621094,,1.6601409553641346
1987-08,113.9,113.7,6.0,20.310952380952383,103400.0,114.3,63850.0,3.35,8.76047619047619,7.752857142857143,53.072,6.73,2788.2,58.7636,,,10.33,66.937,,,2309296.0,0.8671780251486849,329.79998779296875,,1.6194205168363351
1987-09,114.3,116.2,5.9,19.529999999999998,106000.0,114.7,63850.0,3.35,9.421904761904763,8.343809523809524,53.251,7.22,2799.5,58.9951,,,10.8875,67.33,,,2350277.0,0.8671780251486849,321.8299865722656,,1.6601409553641346
1987-10,114.5,116.1,6.0,19.85909090909091,111500.0,115.0,63850.0,3.35,9.520000000000001,8.397619047619047,53.42,7.29,2814.8,59.781,,,11.26,67.739,,,2431715.0,1.7169568645530875,251.7899932861328,,1.7462803445575568
1987-11,114.5,116.9,5.8,18.854,106000.0,115.4,63850.0,3.35,8.860526315789473,7.692631578947368,53.521,6.69,2818.9,60.0726,,,10.65,68.107,,,2350277.0,1.7169568645530875,230.3000030517578,,1.6601409553641346
1987-12,115.1,117.1,5.7,17.274545454545457,111500.0,115.6,64650.0,3.35,8.987727272727271,7.857727272727273,53.62,6.77,2826.4,60.4095,,,10.64,68.507,,,2431715.0,1.7169568645530875,247.0800018310547,,1.7246713070378963
1988-01,115.6,117.8,5.7,17.1295,110000.0,116.0,65130.0,3.35,8.66578947368421,7.63,53.828,6.83,2847.4,60.3976,,,10.3825,68.858,,,2487551.0,0.5168825405082789,257.07000732421875,,1.6889298326424076
1988-02,115.6,118.4,5.7,16.795714285714286,111500.0,116.2,64650.0,3.35,8.212,7.1805,53.908,6.58,2870.4,60.7003,,,9.8925,69.263,,,2431715.0,0.5168825405082789,267.82000732421875,,1.7246713070378963
1988-03,115.8,118.9,5.7,16.197391304347825,110000.0,116.5,65130.0,3.35,8.373478260869565,7.270434782608696,54.093,6.58,2890.7,60.8501,,,9.93,69.639,,,2487551.0,0.5168825405082789,258.8900146484375,,1.6889298326424076
1988-04,116.4,119.2,5.4,17.8625,110000.0,117.2,65130.0,3.35,8.7185,7.589499999999999,54.356,6.87,2910.7,61.2031,,,10.202,69.975,,,2547656.0,1.3140322788294911,261.3299865722656,,1.6889298326424076
1988-05,116.9,119.1,5.6,17.423636363636362,110000.0,117.5,65130.0,3.35,9.08904761904762,7.9957142857142856,54.514,7.09,2926.0,61.0797,,,10.455,70.424,,,2487551.0,1.3140322788294911,262.1600036621094,,1.6889298326424076
1988-06,117.6,119.3,5.4,16.527727272727272,110000.0,118.0,64650.0,3.35,8.921363636363637,8.02590909090909,54.746,7.51,2938.4,61.2569,,,10.46,70.887,,,2547656.0,1.3140322788294911,273.5,,1.7014694508894044
1988-07,118.8,120.0,5.4,15.497499999999999,115000.0,118.5,64650.0,3.35,9.056000000000001,8.279,55.012,7.75,2947.2,61.2659,,,10.432,71.353,,,2602183.0,0.5859696453140995,272.0199890136719,,1.7788089713843773
1988-08,119.4,118.8,5.6,15.523478260869567,110000.0,119.0,64650.0,3.35,9.260434782608696,8.628695652173914,55.175,8.01,2952.0,61.5731,,,10.5975,71.799,,,2547656.0,0.5859696453140995,261.5199890136719,,1.7014694508894044
1988-09,120.1,118.9,5.4,14.535454545454543,115000.0,119.5,64650.0,3.35,8.977142857142857,8.463333333333333,55.444,8.19,2956.9,61.3807,,,10.48,72.239,,,2602183.0,0.5859696453140995,271.9100036621094,,1.7788089713843773
1988-10,120.3,118.7,5.4,13.770476190476192,113900.0,119.9,64650.0,3.35,8.7955,8.354,55.625,8.3,2965.3,61.6453,,,10.3025,72.634,,,2684392.0,1.332456056364184,278.9700012207031,,1.7617942768754833
1988-11,120.5,118.8,5.3,14.141363636363637,115000.0,120.3,64650.0,3.35,8.9625,8.666,55.754,8.35,2980.2,61.7944,,,10.265,73.069,,,2602183.0,1.332456056364184,273.70001220703125,,1.7788089713843773
1988-12,121.1,119.0,5.3,16.382380952380952,113900.0,120.7,65130.0,3.35,9.105714285714285,9.088571428571427,55.928,8.76,2988.2,62.0743,,,10.612,73.463,,,2684392.0,1.332456056364184,277.7200012207031,,1.7488100721633655
1989-01,121.6,120.1,5.4,18.024285714285714,118000.0,121.2,66240.0,3.35,9.0915,9.1755,56.215,9.12,2991.7,62.2574,,,10.73,73.944,,,2740898.0,1.016394950898869,297.4700012207031,,1.7814009661835748
1989-02,122.5,122.0,5.2,17.936500000000002,113900.0,121.6,65130.0,3.35,9.168947368421053,9.371578947368421,56.402,9.36,2992.2,61.9819,,,10.645,74.381,,,2684392.0,1.016394950898869,288.8599853515625,,1.7488100721633655
1989-03,123.2,123.2,5.0,19.48409090909091,118000.0,122.2,66240.0,3.35,9.357727272727272,9.679545454545455,56.612,9.85,2999.7,62.1369,,,11.032,74.777,,,2740898.0,1.016394950898869,294.8699951171875,,1.7814009661835748
1989-04,123.9,125.2,5.2,21.069,118900.0,123.1,66240.0,3.35,9.1755,9.4515,56.989,9.84,3006.0,62.1276,,,11.05,75.083,,,2799923.0,0.7630996574299775,309.6400146484375,,1.794987922705314
1989-05,124.7,126.5,5.2,20.123478260869565,118000.0,123.7,66240.0,3.35,8.85909090909091,9.017727272727273,57.197,9.81,3011.6,61.7744,,,10.7725,75.304,,,2740898.0,0.7630996574299775,320.5199890136719,,1.7814009661835748
1989-06,125.1,127.4,5.3,20.050454545454546,118900.0,124.1,65130.0,3.35,8.277272727272727,8.406363636363636,57.322,9.53,3027.9,61.7697,,,10.196,75.477,,,2799923.0,0.7630996574299775,317.9800109863281,,1.8255796100107478
1989-07,125.6,128.9,5.2,19.781428571428574,120000.0,124.5,65130.0,3.35,8.0185,7.8195,57.459,9.24,3052.4,61.1738,,,9.8825,75.655,,,2857431.0,0.7407356250722863,346.0799865722656,,1.842468908337172
1989-08,125.9,129.0,5.2,18.577826086956524,118900.0,124.5,65130.0,3.35,8.112608695652174,8.144782608695651,57.466,8.99,3074.4,61.7732,,,9.985,75.832,,,2799923.0,0.7407356250722863,351.45001220703125,,1.8255796100107478
1989-09,126.3,129.0,5.3,19.591428571428573,120000.0,124.8,65130.0,3.35,8.1905,8.2845,57.594,9.02,3092.5,61.5796,,,10.126000000000001,76.053,,,2857431.0,0.7407356250722863,349.1499938964844,,1.842468908337172
1989-10,126.8,130.9,5.3,20.097727272727273,124800.0,125.4,65130.0,3.35,8.007619047619048,7.979047619047619,57.819,8.84,3114.1,61.4966,,,9.9475,76.281,,,2952994.0,0.19698105538052957,340.3599853515625,,1.9161676646706587
1989-11,127.4,130.0,5.4,19.85590909090909,120000.0,125.9,65130.0,3.35,7.8742857142857146,7.795714285714286,57.945,8.55,3133.3,61.7044,,,9.7675,76.516,,,2857431.0,0.19698105538052957,345.989990234375,,1.842468908337172
1989-12,127.8,128.5,5.4,21.1,124800.0,126.3,66240.0,3.35,7.836,7.776999999999999,58.113,8.45,3152.5,62.0428,,,9.744,76.704,,,2952994.0,0.19698105538052957,353.3999938964844,,1.8840579710144927
1990-01,129.7,129.0,5.4,22.86318181818182,123900.0,127.5,65440.0,3.35,8.206666666666667,8.085238095238095,58.553,8.23,3166.8,61.729,,,9.895,76.896,,,3051958.0,1.0928820446238552,329.0799865722656,,1.8933374083129584
1990-02,130.8,129.7,5.3,22.113,124800.0,128.0,66240.0,3.35,8.473157894736843,8.370526315789473,58.811,8.24,3179.2,62.2896,,,10.1975,77.052,,,2952994.0,1.0928820446238552,331.8900146484375,,1.8840579710144927
1990-03,131.0,130.5,5.2,20.387727272727275,123900.0,128.6,65440.0,3.35,8.588636363636363,8.626818181818182,59.033,8.28,3190.1,62.5999,,,10.268,77.2,,,3051958.0,1.0928820446238552,339.94000244140625,,1.8933374083129584
1990-04,130.8,132.4,5.4,18.4255,126800.0,128.9,65440.0,3.8,8.7855,8.724,59.157,8.26,3201.6,62.4359,,,10.370000000000001,77.278,,,3143754.0,0.36297003021481533,330.79998779296875,,1.9376528117359413
1990-05,131.1,132.0,5.4,18.199545454545454,123900.0,129.1,65440.0,3.8,8.758181818181818,8.642272727272728,59.29,8.18,3200.6,62.6258,,,10.4775,77.297,,,3051958.0,0.36297003021481533,361.2300109863281,,1.8933374083129584
1990-06,132.1,130.7,5.2,16.695238095238096,126800.0,129.9,66240.0,3.8,8.48,8.350952380952382,59.552,8.29,3213.7,62.8382,,,10.164,77.258,,,3143754.0,0.36297003021481533,358.0199890136719,,1.9142512077294687
1990-07,132.8,131.3,5.5,18.454090909090908,117000.0,130.5,66240.0,3.8,8.471428571428572,8.157142857142858,59.699,8.15,3224.5,62.7284,,,10.035,77.14,,,3233313.0,0.06658167932800385,356.1499938964844,,1.766304347826087
1990-08,133.2,130.2,5.7,27.307391304347828,126800.0,131.6,66240.0,3.8,8.752608695652174,8.061304347826086,60.096,8.13,3242.0,62.9475,,,10.1,77.008,,,3143754.0,0.06658167932800385,322.55999755859375,,1.9142512077294687
1990-09,133.6,129.3,5.9,33.5075,117000.0,132.5,66240.0,3.8,8.893157894736841,8.079473684210527,60.465,8.2,3254.6,62.9523,,,10.175,76.849,,,3233313.0,0.06658167932800385,306.04998779296875,,1.766304347826087
1990-10,134.1,127.5,5.9,36.039565217391306,121500.0,133.4,66240.0,3.8,8.719545454545456,7.877727272727273,60.811,8.11,3259.3,62.5845,,,10.1775,76.7,,,3364820.0,-0.9104045569679919,304.0,,1.8342391304347827
1990-11,134.5,126.9,6.2,32.33227272727272,117000.0,133.7,66240.0,3.8,8.392,7.599500000000001,60.888,7.81,3262.6,61.7887,,,10.014,76.367,,,3233313.0,-0.9104045569679919,322.2200012207031,,1.766304347826087
1990-12,134.6,126.8,6.3,27.281,121500.0,134.2,65440.0,3.8,8.075,7.314,60.945,7.31,3271.8,61.3352,,,9.6725,76.184,,,3364820.0,-0.9104045569679919,330.2200012207031,,1.8566625916870416
1991-01,135.0,127.6,6.4,25.23409090909091,120000.0,134.7,63530.0,3.8,8.091904761904763,7.125238095238095,61.177,6.91,3287.7,61.1355,,5.26,9.6375,75.913,,,3465189.0,-0.4679406451076118,343.92999267578125,,1.888871399338895
1991-02,135.1,127.2,6.6,20.4775,121500.0,134.8,65440.0,3.8,7.854736842105264,6.866842105263157,61.208,6.25,3304.5,60.6838,,5.26,9.365,75.731,,,3364820.0,-0.4679406451076118,367.07000732421875,,1.8566625916870416
1991-03,135.3,127.8,6.8,19.9015,120000.0,134.8,63530.0,3.8,8.11,7.103,61.221,6.12,3321.9,60.3346,,5.26,9.5,75.565,,,3465189.0,-0.4679406451076118,375.2200012207031,,1.888871399338895
1991-04,136.1,129.2,6.7,20.83,119900.0,135.1,63530.0,4.25,8.039090909090909,6.948181818181819,61.332,5.91,3332.4,60.4938,,5.48,9.4925,75.565,,,3537988.0,0.7796890568610104,375.3399963378906,,1.887297339839446
1991-05,136.6,132.3,6.9,21.23227272727273,120000.0,135.6,63530.0,4.25,8.067727272727273,6.783636363636364,61.586,5.78,3343.0,61.0633,,5.26,9.472,75.762,,,3465189.0,0.7796890568610104,389.8299865722656,,1.888871399338895
1991-06,137.4,136.2,6.9,20.189,119900.0,136.0,65440.0,4.25,8.284,6.956,61.69,5.9,3351.9,61.5581,,5.48,9.615,75.994,,,3537988.0,0.7796890568610104,371.1600036621094,,1.8322127139364304
1991-07,136.7,136.9,6.8,21.40304347826087,120000.0,136.2,65440.0,4.25,8.272727272727273,6.917727272727273,61.787,5.82,3356.1,61.7305,,5.35,9.575,76.08,,,3665303.0,0.5053586865160886,387.80999755859375,,1.8337408312958434
1991-08,136.2,133.3,6.9,21.69363636363636,119900.0,136.6,65440.0,4.25,7.9,6.433181818181819,61.931,5.66,3355.0,61.7298,,5.48,9.244,76.106,,,3537988.0,0.5053586865160886,395.42999267578125,,1.8322127139364304
1991-09,136.4,133.4,6.9,21.8865,120000.0,137.0,65440.0,4.25,7.65,6.1815,62.144,5.45,3354.9,62.2195,,5.35,9.0075,76.193,,,3665303.0,0.5053586865160886,387.8599853515625,,1.8337408312958434
1991-10,136.2,133.2,7.0,23.23086956521739,120000.0,137.2,65440.0,4.25,7.527272727272727,5.912272727272727,62.26,5.21,3360.1,62.1855,,5.32,8.855,76.073,,,3801698.0,0.34854484461859236,392.45001220703125,,1.8337408312958434
1991-11,136.7,133.4,7.0,22.46095238095238,120000.0,137.8,65440.0,4.25,7.417368421052632,5.558947368421053,62.397,4.81,3365.5,62.0871,,5.35,8.712,76.01,,,3665303.0,0.34854484461859236,375.2200012207031,,1.8337408312958434
1991-12,137.0,134.6,7.3,19.49809523809524,120000.0,138.2,63530.0,4.25,7.088571428571429,5.025714285714285,62.553,4.43,3372.2,61.7852,,5.32,8.497499999999999,76.052,,,3801698.0,0.34854484461859236,417.0899963378906,,1.888871399338895
1992-01,136.6,137.6,7.3,18.785454545454545,119500.0,138.3,63010.0,4.25,7.032380952380953,4.958095238095238,62.638,4.03,3381.2,61.4616,159177.0,5.27,8.431999999999999,76.089,,,3881288.0,1.1972522099874316,408.7799987792969,,1.896524361212506
1992-02,137.1,142.9,7.4,19.0125,120000.0,138.6,63530.0,4.25,7.337894736842105,5.212105263157895,62.797,4.06,3400.0,61.8955,159189.0,5.32,8.7625,76.159,,,3801698.0,1.1972522099874316,412.70001220703125,,1.888871399338895
1992-03,137.6,145.7,7.4,18.921818181818182,119500.0,139.1,63010.0,4.25,7.542272727272728,5.6850000000000005,62.949,3.98,3403.9,62.4232,158647.0,5.27,8.935,76.279,,,3881288.0,1.1972522099874316,403.69000244140625,,1.896524361212506
