DATE,Food_CPI,Lumber_PPI,Unemployment_Rate,Crude_Oil_WTI,Median_Home_Sales_Price,CPI_All_Urban_Consumers,Median_Household_Income,Federal_Minimum_Wage,Treasury_10yr,Treasury_2yr,PCE_Price_Index,Federal_Funds_Rate,M2_Money_Supply,Industrial_Production_Index,Retail_Sales,Credit_Card_Delinquency_Rate,Mortgage_Rate_30yr,Case_Shiller_Home_Price_Index,High_Yield_Credit_Spread,Student_Loan_Debt,Federal_Debt_Total,GDP_Growth_Rate,SP500,Gold_Price,Housing_Affordability_Index
1992-04,137.5,147.5,7.4,20.23,120000.0,139.4,63010.0,4.25,7.480476190476191,5.344285714285714,63.119,3.73,3399.7,62.897,159921.0,5.1,8.8525,76.348,,,3984656.0,1.0843032755055937,414.95001220703125,,1.90445960958578
1992-05,137.2,147.6,7.6,20.9755,119500.0,139.7,63010.0,4.25,7.392,5.2255,63.203,3.82,3398.6,63.104,160471.0,5.27,8.672,76.399,,,3881288.0,1.0843032755055937,415.3500061035156,,1.896524361212506
1992-06,137.6,146.3,7.8,22.384545454545453,120000.0,140.1,63530.0,4.25,7.261818181818182,5.048181818181818,63.315,3.76,3393.4,63.1363,161205.0,5.1,8.51,76.332,,,3984656.0,1.0843032755055937,408.1400146484375,,1.888871399338895
1992-07,137.4,145.3,7.7,21.77521739130435,120000.0,140.5,63530.0,4.25,6.844545454545455,4.3554545454545455,63.524,3.25,3393.9,63.7176,162855.0,4.98,8.128,76.266,,,4064621.0,0.9881101865980568,424.2099914550781,,1.888871399338895
1992-08,138.4,145.4,7.6,21.33904761904762,120000.0,140.8,63530.0,4.25,6.585714285714286,4.192857142857143,63.609,3.3,3398.8,63.3613,162412.0,5.1,7.975,76.232,,,3984656.0,0.9881101865980568,414.0299987792969,,1.888871399338895
1992-09,138.9,148.7,7.6,21.881363636363634,120000.0,141.1,63530.0,4.25,6.415238095238095,3.894285714285714,63.713,3.22,3410.3,63.5703,164361.0,4.98,7.922499999999999,76.24,,,4064621.0,0.9881101865980568,417.79998779296875,,1.888871399338895
1992-10,138.9,148.7,7.3,21.68590909090909,126000.0,141.7,63530.0,4.25,6.589047619047619,4.082857142857143,63.938,3.1,3423.8,63.9995,166063.0,4.69,8.088,76.379,,,4177009.0,1.0428555994048683,418.67999267578125,,1.9833149693058398
1992-11,138.7,149.5,7.4,20.3385,120000.0,142.1,63530.0,4.25,6.873157894736842,4.579473684210527,64.064,3.09,3426.5,64.2422,166124.0,4.98,8.305,76.558,,,4064621.0,1.0428555994048683,431.3500061035156,,1.888871399338895
1992-12,138.8,154.4,7.4,19.41409090909091,126000.0,142.3,63010.0,4.25,6.77,4.673636363636363,64.176,2.92,3424.7,64.3507,167691.0,4.69,8.206,76.677,,,4177009.0,1.0428555994048683,435.7099914550781,,1.999682590065069
1993-01,139.1,160.2,7.3,19.032,125000.0,142.8,62700.0,4.25,6.6000000000000005,4.39,64.332,3.02,3419.1,64.5978,169500.0,4.6,7.9925,76.785,,,4230580.0,0.16694372234020705,438.7799987792969,,1.9936204146730463
1993-02,139.6,169.3,7.1,20.086111111111112,126000.0,143.1,63010.0,4.25,6.258947368421053,4.098421052631579,64.429,3.03,3414.5,64.9089,168840.0,4.69,7.6825,76.838,,,4177009.0,0.16694372234020705,443.3800048828125,,1.999682590065069
1993-03,139.6,176.9,7.0,20.32217391304348,125000.0,143.3,62700.0,4.25,5.975217391304348,3.9495652173913043,64.561,3.07,3411.7,64.8522,167682.0,4.6,7.495,76.869,,,4230580.0,0.16694372234020705,451.6700134277344,,1.9936204146730463
1993-04,140.0,181.2,7.1,20.2525,127000.0,143.8,62700.0,4.25,5.9695238095238095,3.837619047619048,64.733,2.96,3411.3,65.0301,172102.0,4.46,7.4719999999999995,76.937,,,4351950.0,0.5821709439287392,440.19000244140625,,2.025518341307815
1993-05,141.0,179.8,7.1,19.9495,125000.0,144.2,62700.0,4.25,6.0355,3.9770000000000003,64.933,3.0,3436.9,64.784,172960.0,4.6,7.465,77.039,,,4230580.0,0.5821709439287392,450.19000244140625,,1.9936204146730463
1993-06,140.6,174.1,7.0,19.09409090909091,127000.0,144.3,63010.0,4.25,5.962727272727273,4.163636363636363,64.955,3.04,3442.4,64.9301,173018.0,4.46,7.4175,77.244,,,4351950.0,0.5821709439287392,450.5299987792969,,2.015553086811617
1993-07,140.6,171.7,6.9,17.89,127000.0,144.5,63010.0,4.25,5.805238095238095,4.071904761904762,65.059,3.06,3442.0,65.1052,175822.0,4.08,7.206,77.432,,,4411489.0,0.477154822775705,448.1300048828125,,2.015553086811617
1993-08,141.1,171.1,6.8,18.01090909090909,127000.0,144.8,63010.0,4.25,5.677727272727273,4.001363636363636,65.17,3.03,3445.7,65.0267,175233.0,4.46,7.1125,77.615,,,4351950.0,0.477154822775705,463.55999755859375,,2.015553086811617
1993-09,141.4,173.2,6.7,17.504285714285714,127000.0,145.0,63010.0,4.25,5.36,3.8471428571428574,65.238,3.09,3452.2,65.3717,176608.0,4.08,6.915,77.797,,,4411489.0,0.477154822775705,458.92999267578125,,2.015553086811617
1993-10,142.0,174.0,6.8,18.153333333333332,127000.0,145.6,63010.0,4.25,5.334,3.8745,65.443,2.99,3456.7,65.8509,177588.0,3.91,6.8340000000000005,77.944,,,4535687.0,1.360149302911906,467.8299865722656,,2.015553086811617
1993-11,142.3,177.3,6.6,16.60904761904762,127000.0,146.0,63010.0,4.25,5.724,4.1555,65.567,3.02,3470.1,66.1518,179758.0,4.08,7.155,78.149,,,4411489.0,1.360149302911906,461.7900085449219,,2.015553086811617
1993-12,142.8,179.6,6.5,14.514761904761905,127000.0,146.3,62700.0,4.25,5.774090909090909,4.212272727272727,65.582,2.96,3474.5,66.5436,181077.0,3.91,7.172,78.328,,,4535687.0,1.360149302911906,466.45001220703125,,2.025518341307815
1994-01,142.9,184.6,6.6,15.026666666666667,130000.0,146.3,63370.0,4.25,5.750500000000001,4.14,65.604,3.05,3474.9,66.7351,179615.0,3.6,7.0600000000000005,78.592,,,4575869.0,0.9703629882517051,481.6099853515625,,2.0514439008994794
1994-02,142.7,183.3,6.6,14.78105263157895,127000.0,146.7,62700.0,4.25,5.9731578947368416,4.474210526315789,65.756,3.25,3475.7,66.774,183101.0,3.91,7.1525,78.727,,,4535687.0,0.9703629882517051,467.1400146484375,,2.025518341307815
1994-03,142.7,184.2,6.5,14.680869565217392,130000.0,147.1,63370.0,4.25,6.482608695652174,4.995217391304348,65.937,3.34,3480.1,67.4552,186721.0,3.6,7.675,78.856,,,4575869.0,0.9703629882517051,445.7699890136719,,2.0514439008994794
1994-04,143.0,180.3,6.4,16.419999999999998,130000.0,147.2,63370.0,4.25,6.972105263157895,5.549473684210526,66.015,3.56,3481.3,67.8541,186423.0,3.29,8.315999999999999,78.988,,,4645802.0,1.355182630845131,450.9100036621094,,2.0514439008994794
1994-05,143.3,178.2,6.1,17.88904761904762,130000.0,147.5,63370.0,4.25,7.183333333333333,5.968095238095238,66.111,4.01,3490.8,68.1663,185616.0,3.6,8.5975,79.223,,,4575869.0,1.355182630845131,456.5,,2.0514439008994794
1994-06,143.8,179.4,6.1,19.06,130000.0,147.9,62700.0,4.25,7.101363636363636,5.931363636363637,66.272,4.25,3479.5,68.6265,187800.0,3.29,8.3975,79.424,,,4645802.0,1.355182630845131,444.2699890136719,,2.073365231259968
1994-07,144.6,177.4,6.1,19.654500000000002,129700.0,148.4,62700.0,4.25,7.298,6.13,66.481,4.26,3488.2,68.7178,188062.0,3.25,8.614,79.596,,,4692750.0,0.5845845553328566,458.260009765625,,2.068580542264753
1994-08,145.1,177.7,6.0,18.383478260869566,130000.0,149.0,62700.0,4.25,7.236086956521739,6.177391304347827,66.634,4.47,3485.7,69.1785,190771.0,3.29,8.5125,79.782,,,4645802.0,0.5845845553328566,475.489990234375,,2.073365231259968
1994-09,145.3,178.3,5.9,17.445714285714285,129700.0,149.3,62700.0,4.25,7.457142857142857,6.392380952380953,66.708,4.73,3486.1,69.3961,192585.0,3.25,8.64,79.92,,,4692750.0,0.5845845553328566,462.7099914550781,,2.068580542264753
1994-10,145.3,177.8,5.8,17.716190476190476,132000.0,149.4,62700.0,4.25,7.744,6.7284999999999995,66.821,4.76,3484.3,69.9544,193914.0,3.29,8.925,80.066,,,4800150.0,1.1455701559946796,472.3500061035156,,2.1052631578947367
1994-11,145.6,179.4,5.6,18.069499999999998,129700.0,149.8,62700.0,4.25,7.955,7.1485,66.948,5.29,3487.2,70.4326,194425.0,3.25,9.17,80.15,,,4692750.0,1.1455701559946796,453.69000244140625,,2.068580542264753
1994-12,146.8,179.2,5.5,17.15952380952381,132000.0,150.1,63370.0,4.25,7.813809523809524,7.58952380952381,66.991,5.45,3486.4,71.1523,194939.0,3.29,9.198,80.297,,,4800150.0,1.1455701559946796,459.2699890136719,,2.083004576297933
1995-01,146.7,179.6,5.6,18.039523809523807,130000.0,150.5,65380.0,4.25,7.7795000000000005,7.507,67.127,5.53,3492.4,71.2734,195908.0,3.48,9.1475,80.426,,,4864116.0,0.3547805075420518,470.4200134277344,,1.9883756500458856
1995-02,147.3,179.5,5.4,18.57,132000.0,150.9,63370.0,4.25,7.469473684210525,7.111578947368422,67.246,5.92,3489.9,71.193,193068.0,3.29,8.8275,80.528,,,4800150.0,0.3547805075420518,487.3900146484375,,2.083004576297933
1995-03,147.1,180.6,5.4,18.539130434782606,130000.0,151.2,65380.0,4.25,7.204782608695653,6.775652173913044,67.37,5.98,3491.1,71.3113,195179.0,3.48,8.462,80.599,,,4864116.0,0.3547805075420518,500.7099914550781,,1.9883756500458856
1995-04,148.1,180.4,5.8,19.896315789473682,133900.0,151.8,65380.0,4.25,7.062631578947368,6.5678947368421055,67.547,6.05,3499.2,71.1882,195310.0,3.7,8.32,80.662,,,4951372.0,0.298322846097121,514.7100219726562,,2.048026919547262
1995-05,148.2,179.7,5.6,19.741818181818182,130000.0,152.1,65380.0,4.25,6.632727272727274,6.170909090909091,67.651,6.01,3524.2,71.5378,198060.0,3.48,7.955,80.705,,,4864116.0,0.298322846097121,533.4000244140625,,1.9883756500458856
1995-06,148.3,178.0,5.6,18.44590909090909,133900.0,152.4,63370.0,4.25,6.168181818181818,5.715909090909091,67.717,6.0,3548.9,71.7749,200383.0,3.7,7.566,80.786,,,4951372.0,0.298322846097121,544.75,,2.1129872179264635
1995-07,148.5,178.2,5.7,17.325499999999998,132000.0,152.6,63370.0,4.25,6.2780000000000005,5.779999999999999,67.802,5.85,3567.4,71.4748,199110.0,3.85,7.6075,80.939,,,4973983.0,0.8507255022384363,562.0599975585938,,2.083004576297933
1995-08,148.6,177.8,5.7,18.020869565217392,133900.0,152.9,63370.0,4.25,6.488260869565217,5.980869565217391,67.948,5.74,3589.0,72.4223,201078.0,3.7,7.86,81.111,,,4951372.0,0.8507255022384363,561.8800048828125,,2.1129872179264635
1995-09,149.1,178.9,5.6,18.2255,132000.0,153.1,63370.0,4.25,6.1975,5.806,67.995,5.8,3602.1,72.7144,201337.0,3.85,7.636,81.307,,,4973983.0,0.8507255022384363,584.4099731445312,,2.083004576297933
1995-10,149.5,177.2,5.5,17.43318181818182,138000.0,153.5,63370.0,4.25,6.044761904761905,5.6971428571428575,68.171,5.76,3613.4,72.5866,200597.0,3.95,7.475,81.482,,,4988665.0,0.6790820510536255,581.5,,2.1776866024932935
1995-11,149.6,174.2,5.6,17.9925,132000.0,153.7,63370.0,4.25,5.93047619047619,5.478571428571429,68.169,5.8,3619.9,72.7779,203545.0,3.85,7.3774999999999995,81.619,,,4973983.0,0.6790820510536255,605.3699951171875,,2.083004576297933
1995-12,149.9,173.5,5.6,19.026500000000002,138000.0,153.9,65380.0,4.25,5.7115,5.3245,68.3,5.6,3629.5,73.0305,204032.0,3.95,7.2,81.737,,,4988665.0,0.6790820510536255,615.9299926757812,,2.110737228510248
1996-01,150.4,172.9,5.6,18.854545454545455,137000.0,154.7,66340.0,4.25,5.652380952380953,5.112380952380953,68.452,5.56,3647.9,72.6125,203793.0,4.04,7.029999999999999,81.835,,,5117786.0,0.7490501226268043,636.02001953125,,2.0651190835091953
1996-02,150.8,173.0,5.5,19.0935,138000.0,155.0,65380.0,4.25,5.8055,5.0255,68.56,5.22,3661.8,73.6752,206875.0,3.95,7.075,81.955,,,4988665.0,0.7490501226268043,640.4299926757812,,2.110737228510248
1996-03,151.4,172.8,5.5,21.33238095238095,137000.0,155.5,66340.0,4.25,6.268571428571428,5.660952380952381,68.767,5.31,3686.9,73.585,207650.0,4.04,7.624,82.195,,,5117786.0,0.7490501226268043,645.5,,2.0651190835091953
1996-04,152.0,171.9,5.6,23.497142857142858,139900.0,156.1,66340.0,4.25,6.511363636363637,5.957272727272727,68.973,5.22,3697.7,74.3172,209294.0,4.27,7.925000000000001,82.421,,,5161076.0,1.6679441018912833,654.1699829101562,,2.108833283087127
1996-05,151.9,175.8,5.6,21.165454545454544,137000.0,156.4,66340.0,4.25,6.736818181818182,6.095,69.092,5.24,3709.6,74.8726,211157.0,4.04,8.07,82.61,,,5117786.0,1.6679441018912833,669.1199951171875,,2.0651190835091953
1996-06,152.9,176.8,5.3,20.4235,139900.0,156.7,65380.0,4.25,6.912000000000001,6.297,69.091,5.27,3722.5,75.4433,209474.0,4.27,8.32,82.752,,,5161076.0,1.6679441018912833,670.6300048828125,,2.139798103395534
1996-07,153.4,175.0,5.5,21.302272727272726,140000.0,157.0,65380.0,4.25,6.865454545454545,6.27,69.237,5.4,3737.1,75.4549,210827.0,4.46,8.245000000000001,82.929,,,5224811.0,0.8970337411311258,639.9500122070312,,2.1413276231263385
1996-08,153.9,177.0,5.1,21.903181818181817,139900.0,157.2,65380.0,4.25,6.635454545454545,6.029090909090908,69.303,5.22,3744.0,75.8411,210846.0,4.27,8.001999999999999,83.087,,,5161076.0,0.8970337411311258,651.989990234375,,2.139798103395534
1996-09,154.6,180.2,5.2,23.9715,140000.0,157.7,65380.0,4.25,6.832000000000001,6.234,69.499,5.3,3753.4,76.3158,213233.0,4.46,8.23,83.257,,,5224811.0,0.8970337411311258,687.3300170898438,,2.1413276231263385
1996-10,155.5,177.8,5.2,24.87913043478261,144100.0,158.2,65380.0,4.75,6.533636363636364,5.912727272727273,69.709,5.24,3772.8,76.3384,215526.0,4.6,7.915,83.377,,,5323172.0,1.0383695301930063,705.27001953125,,2.204037932089324
1996-11,156.1,180.2,5.4,23.705000000000002,140000.0,158.7,65380.0,4.75,6.203684210526316,5.701578947368421,69.833,5.31,3795.1,77.0397,215167.0,4.46,7.618,83.553,,,5224811.0,1.0383695301930063,757.02001953125,,2.1413276231263385
1996-12,156.3,179.7,5.4,25.228571428571428,144100.0,159.1,66340.0,4.75,6.302380952380952,5.781904761904762,69.914,5.29,3818.6,77.5333,215690.0,4.6,7.5975,83.721,3.13,,5323172.0,1.0383695301930063,740.739990234375,,2.172143503165511
1997-01,155.9,180.6,5.3,25.13181818181818,145000.0,159.4,67720.0,4.75,6.579047619047619,6.008095238095239,70.005,5.25,3834.6,77.6562,218124.0,4.7,7.824,83.955,3.0327272727272727,,5380890.0,0.6454431985977394,786.1599731445312,,2.141169521559362
1997-02,156.5,183.4,5.2,22.176315789473687,144100.0,159.7,66340.0,4.75,6.419473684210526,5.898421052631579,70.151,5.19,3846.3,78.5833,219587.0,4.6,7.65,84.18,2.9510526315789476,,5323172.0,0.6454431985977394,790.8200073242188,,2.172143503165511
1997-03,156.6,184.8,5.2,20.965,145000.0,159.8,67720.0,4.75,6.6945,6.2219999999999995,70.225,5.39,3861.2,79.082,221189.0,4.7,7.8975,84.452,2.6975000000000002,,5380890.0,0.6454431985977394,757.1199951171875,,2.141169521559362
1997-04,156.5,185.4,5.1,19.695454545454545,145800.0,159.9,67720.0,4.75,6.885454545454545,6.448181818181819,70.294,5.51,3877.0,79.1747,217925.0,4.73,8.1425,84.623,2.893181818181818,,5376151.0,1.665217830555843,801.3400268554688,,2.1529828706438274
1997-05,156.6,186.8,4.9,20.81904761904762,145000.0,159.9,67720.0,4.75,6.7109523809523814,6.276666666666666,70.262,5.5,3889.2,79.6133,217771.0,4.7,7.944,84.861,2.7254545454545456,,5380890.0,1.665217830555843,848.280029296875,,2.141169521559362
1997-06,156.9,185.4,5.0,19.26,145800.0,160.2,66340.0,4.75,6.493809523809524,6.094761904761905,70.352,5.56,3906.0,79.9792,220233.0,4.73,7.6899999999999995,85.08,2.617142857142857,,5376151.0,1.665217830555843,885.1400146484375,,2.197769068435333
1997-07,157.2,185.9,4.9,19.663636363636364,145000.0,160.4,66340.0,4.75,6.220454545454545,5.890909090909091,70.394,5.52,3923.9,80.6624,222985.0,4.7,7.4975,85.332,2.721818181818182,,5413146.0,1.2485689750959317,954.3099975585938,,2.1857099788965932
1997-08,157.7,185.0,4.8,19.95285714285714,145800.0,160.8,66340.0,4.75,6.298571428571429,5.939047619047619,70.45,5.54,3957.4,81.4694,223120.0,4.73,7.4799999999999995,85.574,2.5436363636363635,,5376151.0,1.2485689750959317,899.469970703125,,2.197769068435333
1997-09,158.0,183.7,4.9,19.803333333333335,145000.0,161.2,66340.0,5.15,6.208571428571428,5.881904761904762,70.62,5.54,3973.1,82.2156,224509.0,4.7,7.43,85.852,2.5947619047619046,,5413146.0,1.2485689750959317,947.280029296875,,2.1857099788965932
1997-10,158.3,181.1,4.7,21.32521739130435,144200.0,161.5,66340.0,5.15,6.029545454545455,5.771818181818182,70.712,5.5,3992.3,82.9446,224300.0,4.81,7.294,86.148,2.6056521739130436,,5502388.0,0.8538602727445443,914.6199951171875,,2.1736508893578534
1997-11,158.6,181.8,4.6,20.19388888888889,145000.0,161.7,66340.0,5.15,5.875,5.712777777777777,70.716,5.52,4014.8,83.5978,223718.0,4.7,7.205,86.634,2.8595238095238096,,5413146.0,0.8538602727445443,955.4000244140625,,2.1857099788965932
1997-12,158.7,181.5,4.7,18.332727272727272,144200.0,161.8,67720.0,5.15,5.808636363636364,5.715,70.701,5.5,4032.9,83.9538,225236.0,4.81,7.095000000000001,87.094,2.888181818181818,,5502388.0,0.8538602727445443,970.4299926757812,,2.1293561724748966
1998-01,159.5,181.1,4.6,16.724,152200.0,162.0,70200.0,5.15,5.5445,5.357,70.736,5.56,4056.2,84.3218,225954.0,4.76,6.994,87.617,3.0231818181818184,,5542426.0,1.0037531320823412,980.280029296875,,2.168091168091168
1998-02,159.4,182.2,4.6,16.06,144200.0,162.0,67720.0,5.15,5.574736842105263,5.417894736842105,70.699,5.51,4088.9,84.4583,225746.0,4.81,7.0425,88.006,2.9233333333333333,,5502388.0,1.0037531320823412,1049.3399658203125,,2.1293561724748966
1998-03,159.7,182.4,4.7,15.115454545454547,152200.0,162.0,70200.0,5.15,5.647272727272727,5.5613636363636365,70.71,5.49,4114.3,84.488,226889.0,4.76,7.1275,88.444,2.833636363636364,,5542426.0,1.0037531320823412,1101.75,,2.168091168091168
1998-04,159.7,182.5,4.3,15.353809523809524,149500.0,162.2,70200.0,5.15,5.637619047619047,5.564285714285714,70.798,5.45,4140.2,84.7779,230409.0,4.76,7.140000000000001,88.88,2.8457142857142856,,5547935.0,0.9256878799962953,1111.75,,2.1296296296296298
1998-05,160.3,180.4,4.4,14.914000000000001,152200.0,162.6,70200.0,5.15,5.6525,5.593500000000001,70.895,5.49,4164.4,85.3367,230995.0,4.76,7.144,89.365,3.001818181818182,,5542426.0,0.9256878799962953,1090.8199462890625,,2.168091168091168
1998-06,160.2,177.5,4.5,13.72181818181818,149500.0,162.8,67720.0,5.15,5.496363636363636,5.52,70.835,5.56,4184.1,84.8248,233207.0,4.76,6.9975000000000005,89.845,3.242272727272727,,5547935.0,0.9256878799962953,1133.8399658203125,,2.20761961015948
1998-07,160.6,178.5,4.5,14.172727272727274,153000.0,163.2,67720.0,5.15,5.461363636363637,5.458181818181818,71.01,5.54,4203.8,84.4986,231551.0,4.72,6.952,90.31,3.3360869565217395,,5526193.0,1.258940271371034,1120.6700439453125,,2.2593030124040165
1998-08,161.0,179.7,4.5,13.47190476190476,149500.0,163.4,67720.0,5.15,5.341904761904762,5.268571428571429,71.108,5.55,4228.7,86.248,229792.0,4.76,6.9225,90.786,3.9580952380952383,,5547935.0,1.258940271371034,957.280029296875,,2.20761961015948
1998-09,161.1,178.0,4.6,15.031428571428572,153000.0,163.5,67720.0,5.15,4.806666666666667,4.666190476190476,71.067,5.51,4267.7,86.2021,232308.0,4.72,6.7225,91.259,5.6054545454545455,,5526193.0,1.258940271371034,1017.010009765625,,2.2593030124040165
1998-10,162.0,175.5,4.5,14.460909090909091,153000.0,163.9,67720.0,5.15,4.529999999999999,4.091904761904762,71.223,5.07,4307.9,86.7914,236174.0,4.74,6.709999999999999,91.717,6.432173913043478,,5614217.0,1.609196570958149,1098.6700439453125,,2.2593030124040165
1998-11,162.2,175.2,4.4,13.002105263157894,153000.0,164.1,67720.0,5.15,4.827368421052632,4.54,71.226,4.83,4346.6,86.7256,237592.0,4.72,6.865,92.2,5.703809523809523,,5526193.0,1.609196570958149,1163.6300048828125,,2.2593030124040165
1998-12,162.4,175.9,4.4,11.347272727272726,153000.0,164.4,70200.0,5.15,4.645,4.506363636363637,71.298,4.68,4375.6,87.1185,240140.0,4.74,6.7379999999999995,92.712,5.545,,5614217.0,1.609196570958149,1229.22998046875,,2.1794871794871793
1999-01,163.0,177.2,4.3,12.514736842105263,157400.0,164.7,71980.0,5.15,4.722105263157895,4.615263157894737,71.398,4.63,4403.0,87.4949,240269.0,4.66,6.785,93.208,5.548571428571428,,5651615.0,0.9394337487217186,1279.6400146484375,,2.1867185329258128
1999-02,163.3,179.8,4.4,12.013684210526316,153000.0,164.7,70200.0,5.15,4.998947368421053,4.876315789473685,71.358,4.76,4425.8,88.027,243346.0,4.74,6.8075,93.672,5.31047619047619,,5614217.0,0.9394337487217186,1238.3299560546875,,2.1794871794871793
1999-03,163.3,181.6,4.2,14.676521739130434,157400.0,164.8,71980.0,5.15,5.232608695652174,5.05304347826087,71.412,4.81,4432.6,88.2267,244687.0,4.66,7.04,94.219,5.235652173913044,,5651615.0,0.9394337487217186,1286.3699951171875,,2.1867185329258128
1999-04,163.5,181.6,4.3,17.312380952380952,158700.0,165.9,71980.0,5.15,5.184545454545455,4.976818181818182,71.757,4.74,4461.4,88.4295,246628.0,4.58,6.9159999999999995,94.787,5.035454545454545,,5638780.0,0.8347428958686454,1335.1800537109375,,2.2047791053070296
1999-05,163.8,183.7,4.2,17.7185,157400.0,166.0,71980.0,5.15,5.539499999999999,5.2545,71.804,4.74,4486.1,88.9886,248367.0,4.66,7.145,95.346,4.701904761904761,,5651615.0,0.8347428958686454,1301.8399658203125,,2.1867185329258128
1999-06,163.7,187.8,4.3,17.923181818181817,158700.0,166.0,70200.0,5.15,5.899545454545454,5.618636363636363,71.826,4.76,4508.0,88.9188,249329.0,4.58,7.55,95.976,4.672272727272728,,5638780.0,0.8347428958686454,1372.7099609375,,2.2606837606837606
1999-07,163.9,192.0,4.3,20.103333333333335,159100.0,166.7,70200.0,5.15,5.791904761904762,5.5547619047619055,72.017,4.99,4535.4,89.4333,251263.0,4.6,7.632,96.592,4.797826086956522,,5656271.0,1.3258832295057754,1328.719970703125,,2.2663817663817665
1999-08,164.2,189.6,4.2,21.278636363636362,158700.0,167.1,70200.0,5.15,5.9390909090909085,5.678181818181819,72.148,5.07,4552.7,89.7924,253844.0,4.58,7.9425,97.219,4.819090909090909,,5638780.0,1.3258832295057754,1320.4100341796875,,2.2606837606837606
1999-09,164.6,184.9,4.2,23.796666666666667,159100.0,167.8,70200.0,5.15,5.915238095238095,5.661904761904762,72.407,5.22,4568.8,89.4299,255029.0,4.6,7.8225,97.863,5.042727272727273,,5656271.0,1.3258832295057754,1282.7099609375,,2.2663817663817665
1999-10,165.0,181.0,4.1,22.69142857142857,165300.0,168.1,70200.0,5.15,6.112,5.8625,72.529,5.2,4592.7,90.523,254816.0,4.55,7.851999999999999,98.523,5.001818181818182,,5776091.0,1.6406670865683814,1362.9300537109375,,2.3547008547008548
1999-11,165.3,181.6,4.1,25.00238095238095,159100.0,168.4,70200.0,5.15,6.034,5.862,72.594,5.42,4611.8,90.9618,258133.0,4.6,7.7375,99.154,5.08,,5656271.0,1.6406670865683814,1388.9100341796875,,2.2663817663817665
1999-12,165.5,182.7,4.0,26.10238095238095,165300.0,168.8,71980.0,5.15,6.275454545454545,6.104545454545455,72.763,5.3,4639.3,91.6634,263311.0,4.55,7.912000000000001,99.845,4.773478260869566,,5776091.0,1.6406670865683814,1469.25,,2.2964712420116697
2000-01,165.6,183.8,4.0,27.259473684210523,165300.0,169.3,71790.0,5.15,6.661,6.44,72.961,5.45,4667.6,91.538,261545.0,4.43,8.21,100.552,4.784285714285714,,5773392.0,0.36279340872638066,1394.4599609375,,2.3025491015461763
2000-02,166.2,184.0,4.1,29.366000000000003,165300.0,170.0,71980.0,5.15,6.519499999999999,6.6105,73.191,5.73,4680.9,91.8239,265686.0,4.55,8.325,101.339,4.902380952380953,,5776091.0,0.36279340872638066,1366.4200439453125,,2.2964712420116697
2000-03,166.5,184.2,4.0,29.84173913043478,165300.0,171.0,71790.0,5.15,6.256521739130435,6.528260869565218,73.505,5.85,4711.7,92.1504,269019.0,4.43,8.24,102.127,5.368695652173913,,5773392.0,0.36279340872638066,1498.5799560546875,,2.3025491015461763
2000-04,166.7,183.0,3.8,25.722105263157896,163200.0,170.9,71790.0,5.15,5.990526315789474,6.403684210526316,73.444,6.02,4767.8,92.6989,264067.0,4.51,8.1525,102.922,5.846500000000001,,5685938.0,1.8212878131352639,1452.4300537109375,,2.2732971165900544
2000-05,167.3,179.3,4.0,28.78818181818182,165300.0,171.2,71790.0,5.15,6.440454545454545,6.809545454545455,73.505,6.27,4755.7,92.9499,265992.0,4.43,8.515,103.677,5.897826086956522,,5773392.0,1.8212878131352639,1420.5999755859375,,2.3025491015461763
2000-06,167.4,178.6,4.0,31.82227272727273,163200.0,172.2,71980.0,5.15,6.097272727272728,6.4818181818181815,73.754,6.53,4773.6,92.9862,267750.0,4.51,8.288,104.425,6.135909090909092,,5685938.0,1.8212878131352639,1454.5999755859375,,2.2672964712420116
2000-07,168.3,177.0,4.0,29.69684210526316,168800.0,172.7,71980.0,5.15,6.054,6.339,73.939,6.54,4791.3,92.8048,265683.0,4.53,8.1475,105.055,6.123333333333333,,5674179.0,0.10193258635609048,1430.8299560546875,,2.3450958599611003
2000-08,168.7,174.4,4.1,31.26391304347826,163200.0,172.7,71980.0,5.15,5.826086956521739,6.228695652173912,73.934,6.5,4819.5,92.5521,266885.0,4.51,8.0275,105.769,6.361304347826087,,5685938.0,0.10193258635609048,1517.6800537109375,278.29998779296875,2.2672964712420116
2000-09,168.9,174.1,3.9,33.884,168800.0,173.6,71980.0,5.15,5.799,6.0815,74.252,6.52,4855.2,92.9792,270523.0,4.53,7.912000000000001,106.539,6.453636363636363,,5674179.0,0.10193258635609048,1436.510009765625,273.6000061035156,2.3450958599611003
2000-10,169.0,173.9,3.9,33.108636363636364,172900.0,173.9,71980.0,5.15,5.738571428571428,5.9123809523809525,74.353,6.51,4871.3,92.6179,270339.0,4.57,7.795,107.384,7.292272727272728,,5662216.0,0.5970387927816567,1429.4000244140625,273.6000061035156,2.4020561267018614
2000-11,169.2,173.2,3.9,34.417142857142856,168800.0,174.2,71980.0,5.15,5.717142857142857,5.875238095238096,74.457,6.51,4882.7,92.6438,268850.0,4.53,7.745,108.303,8.088181818181818,,5674179.0,0.5970387927816567,1314.949951171875,270.1000061035156,2.3450958599611003
2000-12,170.0,172.7,3.9,28.436500000000002,172900.0,174.6,71790.0,5.15,5.2405,5.351999999999999,74.571,6.4,4927.6,92.3415,268338.0,4.57,7.382,109.141,9.013809523809524,,5662216.0,0.5970387927816567,1320.280029296875,272.0,2.4084134280540463
