DATE,FOOD_CPI,LUMBER_PPI,UNEMPLOYMENT_RATE_x,CRUDE_OIL_PRICES,GDP_GROWTH_RATE,EURO_OIL,MEDIAN_SALES_PRICE_HOUSES_SOLD,CONSUMER_PRICE_INDEX_ALL_URBAN_CONSUMERS,MEDIAN_HOUSEHOLD_INCOME,FEDERAL_MINIMUM_WAGE,10_YEAR_TREASURY_RATE,2_YEAR_TREASURY_RATE,PERSONAL_CONSUMPTION_EXPENDITURES_PRICE_INDEX,FEDERAL_FUNDS_RATE,MONEY_SUPPLY_M2,INDUSTRIAL_PRODUCTION_INDEX,UNEMPLOYMENT_RATE_y,RETAIL_SALES
2022-10,190.2312802,172.8057671,3.6,87.5547619,0.23008013,93.33190476,442600,297.979,81270,7.25,3.9835,4.375,117.919,3.08,21424.4,103.4442,3.6,668671
2022-11,191.1231884,170.2198041,3.6,84.37047619,0.23008013,91.41545455,438000,298.708,81270,7.25,3.891,4.5035,118.224,3.78,21358.1,103.1058,3.6,659458
2022-12,191.9070048,167.6147987,3.5,76.43714286,0.23008013,80.924,442600,298.808,79500,7.25,3.616190476,4.288571429,118.384,4.1,21219,101.8266,3.5,651763
2023-01,192.8870773,166.7627856,3.5,78.123,0.241283632,82.50142857,429000,300.456,82690,7.25,3.5315,4.2075,119.018,4.33,21205.2,102.7476,3.5,680253
2023-02,193.6298309,166.8161045,3.6,76.83263158,0.241283632,82.585,442600,301.476,79500,7.25,3.746842105,4.533684211,119.369,4.57,21184.5,102.8003,3.6,672152
2023-03,193.7179952,165.7954298,3.5,73.27782609,0.241283632,78.43434783,429000,301.643,82690,7.25,3.663043478,4.302608696,119.538,4.65,20876.1,102.8143,3.5,665071
2023-04,193.9667874,165.09358,3.4,79.44631579,0.209290653,84.63833333,418500,302.858,82690,7.25,3.46,4.016,119.951,4.83,20729.8,103.2241,3.4,670494
2023-05,194.4039855,164.7676823,3.6,71.57818182,0.209290653,75.466,429000,303.316,82690,7.25,3.573636364,4.131818182,120.15,5.06,20801.1,102.9809,3.6,673902
2023-06,194.6896135,163.7856366,3.6,70.24809524,0.209290653,74.83909091,418500,304.099,79500,7.25,3.748095238,4.63952381,120.469,5.08,20782.7,102.3809,3.6,677117
2023-07,195.076087,165.2475517,3.5,76.0695,0.384535346,80.10809524,435400,304.615,79500,7.25,3.8995,4.8285,120.607,5.12,20772.1,103.0722,3.5,678424
2023-08,195.6262077,162.5027203,3.7,81.38608696,0.384535346,86.14772727,418500,306.138,79500,7.25,4.167826087,4.90173913,120.97,5.33,20746.9,103.0951,3.7,684755
2023-09,195.852657,162.7758433,3.8,89.425,0.384535346,93.72238095,435400,307.374,79500,7.25,4.379,5.022,121.419,5.33,20720.4,103.3081,3.8,689403
2023-10,196.5120773,161.4662677,3.9,85.63952381,0.281352382,90.59590909,423200,307.653,79500,7.25,4.798095238,5.067619048,121.484,5.33,20687.3,102.5781,3.9,686148
2023-11,196.7439614,160.2540805,3.7,77.685,0.281352382,82.94,435400,308.087,79500,7.25,4.502857143,4.882380952,121.493,5.33,20696.7,102.8868,3.7,685328
2023-12,197.1268116,160.7997824,3.8,71.9,0.281352382,77.63105263,423200,308.735,82690,7.25,4.02,4.457,121.66,5.33,20701.3,102.6309,3.8,686277
2024-01,197.8109903,160.8351469,3.7,74.15238095,0.069953781,80.12409091,426800,309.794,83730,7.25,4.058095238,4.322857143,122.23,5.33,20773.1,101.483,3.7,680456
2024-02,197.9486715,161.6648531,3.9,77.249,0.069953781,83.47809524,423200,311.022,82690,7.25,4.2075,4.544,122.598,5.33,20861,102.7267,3.9,685280
2024-03,198.0700483,161.9309032,3.9,81.278,0.069953781,85.4085,426800,312.107,83730,7.25,4.2085,4.588,123.038,5.33,20900.8,102.5186,3.9,687641
2024-04,198.317029,162.5739935,3.9,85.34727273,0.295162098,89.93809524,414500,313.016,82690,7.25,4.539090909,4.873181818,123.341,5.33,20928.9,102.3568,3.9,687602
2024-05,198.589372,161.2116431,4,80.02454545,0.295162098,81.74619048,426800,313.14,82690,7.25,4.482272727,4.856363636,123.348,5.33,20989.4,102.9797,4,692774
2024-06,199.0646135,161.0930359,4.1,79.76736842,0.295162098,82.246,414500,313.131,82690,7.25,4.305263158,4.736842105,123.539,5.33,21052.9,103.2534,4.1,692449
2024-07,199.3611111,160.1751904,4.2,81.80045455,0.274926007,85.15304348,415300,313.566,82690,7.25,4.248636364,4.495909091,123.736,5.33,21084.2,102.5192,4.2,698835
2024-08,199.6642512,160.726877,4.2,76.68318182,0.274926007,80.3552381,414500,314.131,82690,7.25,3.870909091,3.965454545,123.889,5.33,21171.1,103.0196,4.2,697157
2024-09,200.3115942,161.2453754,4.1,70.236,0.274926007,74.01666667,415300,314.851,82690,7.25,3.7235,3.6225,124.164,5.13,21257.5,102.5954,4.1,703079
2024-10,200.7355072,161.9956474,4.1,71.985,0.153291562,75.6326087,419300,315.564,82690,7.25,4.095454545,3.972272727,124.494,4.83,21308.1,102.2138,4.1,707613
2024-10,200.7355072,161.9956474,4.1,71.985,1.06666,75.6326087,419300,315.564,82690,7.25,4.095454545,3.972272727,124.494,4.83,21308.1,102.2138,4.1,707613
